project,pull_number,pull_type,id,text,classification,indicator
spark,14753,review,76152607,"The inputBuffer is a safeRow in SortAggregateExec
`inputBuffer.getBinary(inputAggBufferOffset)` and `getField[Array[Byte]](inputBuffer, inputAggBufferOffset)` are equivalent.
Yes, it is better to use `inputBuffer.getBinary(inputAggBufferOffset)` directly",non_debt,-
druid,5492,review,203139893,"for batch ingestion, I would expect if user submitted supervisor task fails then no segments are generated. however, from this it appears that segments are published as subtasks finish rather than at the end.",non_debt,-
ignite,8142,review,469236353,Ok for now.,non_debt,-
incubator-doris,283,review,231052560,"Implicit CastExpr can't call analyze() outside , so targetTypeDef will not throw NullPointerException.",non_debt,-
superset,5946,description,0,"- Remove `lodash.throttle` from dependency since there is now `lodash`.
- Add `babel-plugin-lodash` that helps optimize bundle output by taking only necessary part from lodash instead of the entire bundle.
https://github.com/lodash/babel-plugin-lodash
- Replace `underscore` calls with `lodash` where applicable. 
@williaster @xtinec @conglei",code_debt,complex_code
ambari,3208,comment,667902138,@payert please review this PR,non_debt,-
spark,3099,review,20111063,"Doc needed!  Something like:
""A Pipeline consists of a sequence of stages, each of which is either an Estimator or a Transformer.  When [[fit()]] and [[transform()]] are called, the stages are executed in order, and each stage may modify the dataset before it is passed to the next stage.""
Maybe say something about what happens when there are no stages too.",documentation_debt,outdated_documentation
skywalking,2056,comment,450463672,"emm. i agree with u.so i deleted it. btw, i think its time to review @YunaiV @wu-sheng @JaredTan95",non_debt,-
openwhisk,1783,comment,276930895,Excellent!,non_debt,-
spark,9656,comment,157867300,@fayeshine #9814 was merged. Do you mind closing this PR manually? Thanks for your contribution!,non_debt,-
couchdb,284,comment,64910702,"I spoke too soon it doesn't decide just tells you that it supports both so maybe if it supports html then give them html otherwise not, should work.",non_debt,-
incubator-mxnet,10450,comment,379818396,@hetong007 can you please merge this PR.,non_debt,-
kafka,247,comment,143836715,LGTM,non_debt,-
incubator-mxnet,19154,review,488901945,This was not working before #18704 . I just reverted the changes on that.,non_debt,-
camel,3018,comment,509512324,"Thanks, merged on master",non_debt,-
qpid-dispatch,288,summary,0,Refactor cmake to use modern feature,non_debt,-
ambari,2848,comment,470072514,cc: @g-boros,non_debt,-
kafka,734,comment,191717397,"@ewencp ， thanks a lot for your comment, ~I modified this again, please check",non_debt,-
airflow,4887,comment,471372376,"Hi @mans2singh Seems this sensor only checks whether there is message in the queue, or not.
Do you think adding feature to check if specific body contents is in the queue would be a good idea?",non_debt,-
phoenix,516,review,292095594,Do you mean I should remove the `addPKColumns` variable and change the if statement to something like the following:,code_debt,low_quality_code
servicecomb-java-chassis,846,review,208209539,done,non_debt,-
incubator-mxnet,10375,comment,380219820,See: https://github.com/apache/incubator-mxnet/pull/10486/files,non_debt,-
hadoop,802,review,291163702,nit: stick at the top (line 20) with the gab above the org.apache stuff. We can at least try to not make import ordering worse,code_debt,low_quality_code
carbondata,1322,comment,328775869,retest this please,non_debt,-
kafka,7321,review,323386539,"They are not added as allowed values of the UPGRADE_FROM_CONFIG yet, is it intentional?",non_debt,-
fluo,413,review,24015731,changed in a9572d8,non_debt,-
thrift,972,summary,0,THRIFT-3770 Implement Python 3.4+ asyncio support,non_debt,-
ambari,3108,comment,546878696,retest this please,non_debt,-
guacamole-client,564,review,484444952,"This can be configured on the oidc implementation side.  For example, in Keycloak you can configure it to just return the email and username in the token.
Edit: We may just need to introduce a configuration options that lists out what the expected claims are, and put this method call behind that.",non_debt,-
incubator-dolphinscheduler,4930,description,0,"fix #4929 
fix ClassCastException when run hive sql with udf",non_debt,-
spark,5743,review,29453868,"I think we can avoid the new field by doing
here and
Allowing the removal of the other connectionTerminated().",non_debt,-
carbondata,2970,summary,0,[CARBONDATA-3142]Add timestamp with thread name which created by CarbonThreadFactory,non_debt,-
spark,16228,comment,265945422,cc @rxin @srinathshankar @cloud-fan,non_debt,-
beam,2018,review,102343720,Done,non_debt,-
hive,1478,description,0,"Thanks for sending a pull request!  Here are some tips for you:
  3. Ensure you have added or run the appropriate tests for your PR: 
  5. Be sure to keep the PR description updated to reflect all changes.
  6. Please write your PR title to summarize what this PR proposes.
  7. If possible, provide a concise example to reproduce the issue for a faster review.
-->
If possible, please consider writing useful notes for better and faster reviews in your PR. See the examples below.
-->
-->
Note that it means *any* user-facing change including all aspects such as the documentation fix.
If possible, please also clarify if this is a user-facing change compared to the released Hive versions or within the unreleased branches such as master.
-->
If tests were added, say they were added here. Please make sure to add some test cases that check the changes thoroughly including negative and positive cases if possible.
If it was tested in a way different from regular unit tests, please clarify how you tested step by step, ideally copy and paste-able, so that other reviewers can test and check, and descendants can verify in the future.
If tests were not added, please describe why they were not added and/or why it was difficult to add.
-->",non_debt,-
spark,8040,comment,129081793,I saw it as false for a moment for some reason. Nvm. Lgtm,non_debt,-
spark,9610,review,44743137,17165658-9610 review-44743137,non_debt,-
guacamole-client,375,review,261795920,No translation...,non_debt,-
spark,4188,review,24266009,"Oof, sorry, can't believe I left that in!",non_debt,-
incubator-mxnet,17956,description,0,"To add a nightly build Jenkins pipeline for v1.x, we need to create a new Jenkinsfile capable of building all the components without the ""Publish"" step.
- A ci/jenkins/Jenkinsfile_website_nightly
Tested successfully on Jenkins dev instance (see build output [here](http://jenkins.mxnet-ci-dev.amazon-ml.com/job/docs/job/connor-website-build-master/38/)).
Pipeline is available [here](http://jenkins.mxnet-ci.amazon-ml.com/job/restricted-nightly-website-build-1.x/).",non_debt,-
beam,13809,description,0,"R: @emilymye 
cc: @chamikaramj 
------------------------
Thank you for your contribution! Follow this checklist to help us incorporate your contribution quickly and easily:
See the [Contributor Guide](https://beam.apache.org/contribute) for more tips on [how to make review process smoother](https://beam.apache.org/contribute/#make-reviewers-job-easier).
Post-Commit Tests Status (on master branch)
------------------------------------------------------------------------------------------------
Lang | SDK | Dataflow | Flink | Samza | Spark | Twister2
--- | --- | --- | --- | --- | --- | ---
Go | [![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Go/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Go/lastCompletedBuild/) | --- | [![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Go_VR_Flink/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Go_VR_Flink/lastCompletedBuild/) | --- | [![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Go_VR_Spark/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Go_VR_Spark/lastCompletedBuild/) | ---
Java | [![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Java/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Java/lastCompletedBuild/) | [![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Java_ValidatesRunner_Dataflow/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Java_ValidatesRunner_Dataflow/lastCompletedBuild/)<br>[![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Java_VR_Dataflow_V2/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Java_VR_Dataflow_V2/lastCompletedBuild/)<br>[![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Java_ValidatesRunner_Dataflow_Java11/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Java_ValidatesRunner_Dataflow_Java11/lastCompletedBuild/) | [![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Java_ValidatesRunner_Flink/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Java_ValidatesRunner_Flink/lastCompletedBuild/)<br>[![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Java_ValidatesRunner_Flink_Java11/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Java_ValidatesRunner_Flink_Java11/lastCompletedBuild/)<br>[![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Java_PVR_Flink_Batch/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Java_PVR_Flink_Batch/lastCompletedBuild/)<br>[![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Java_PVR_Flink_Streaming/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Java_PVR_Flink_Streaming/lastCompletedBuild/) | [![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Java_ValidatesRunner_Samza/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Java_ValidatesRunner_Samza/lastCompletedBuild/) | [![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Java_ValidatesRunner_Spark/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Java_ValidatesRunner_Spark/lastCompletedBuild/)<br>[![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Java_PVR_Spark_Batch/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Java_PVR_Spark_Batch/lastCompletedBuild/)<br>[![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Java_ValidatesRunner_SparkStructuredStreaming/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Java_ValidatesRunner_SparkStructuredStreaming/lastCompletedBuild/) | [![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Java_ValidatesRunner_Twister2/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Java_ValidatesRunner_Twister2/lastCompletedBuild/)
Python | [![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Python36/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Python36/lastCompletedBuild/)<br>[![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Python37/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Python37/lastCompletedBuild/)<br>[![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Python38/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Python38/lastCompletedBuild/) | [![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Py_VR_Dataflow/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Py_VR_Dataflow/lastCompletedBuild/)<br>[![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Py_VR_Dataflow_V2/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Py_VR_Dataflow_V2/lastCompletedBuild/)<br>[![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Py_ValCont/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Py_ValCont/lastCompletedBuild/) | [![Build Status](https://ci-beam.apache.org/job/beam_PreCommit_Python_PVR_Flink_Cron/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PreCommit_Python_PVR_Flink_Cron/lastCompletedBuild/)<br>[![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Python_VR_Flink/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Python_VR_Flink/lastCompletedBuild/) | --- | [![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Python_VR_Spark/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Python_VR_Spark/lastCompletedBuild/) | ---
XLang | [![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_XVR_Direct/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_XVR_Direct/lastCompletedBuild/) | [![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_XVR_Dataflow/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_XVR_Dataflow/lastCompletedBuild/) | [![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_XVR_Flink/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_XVR_Flink/lastCompletedBuild/) | --- | [![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_XVR_Spark/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_XVR_Spark/lastCompletedBuild/) | ---
Pre-Commit Tests Status (on master branch)
------------------------------------------------------------------------------------------------
--- |Java | Python | Go | Website | Whitespace | Typescript
--- | --- | --- | --- | --- | --- | ---
Non-portable | [![Build Status](https://ci-beam.apache.org/job/beam_PreCommit_Java_Cron/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PreCommit_Java_Cron/lastCompletedBuild/) | [![Build Status](https://ci-beam.apache.org/job/beam_PreCommit_Python_Cron/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PreCommit_Python_Cron/lastCompletedBuild/)<br>[![Build Status](https://ci-beam.apache.org/job/beam_PreCommit_PythonLint_Cron/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PreCommit_PythonLint_Cron/lastCompletedBuild/)<br>[![Build Status](https://ci-beam.apache.org/job/beam_PreCommit_PythonDocker_Cron/badge/icon)](https://ci-beam.apache.org/job/beam_PreCommit_PythonDocker_Cron/lastCompletedBuild/) <br>[![Build Status](https://ci-beam.apache.org/job/beam_PreCommit_PythonDocs_Cron/badge/icon)](https://ci-beam.apache.org/job/beam_PreCommit_PythonDocs_Cron/lastCompletedBuild/) | [![Build Status](https://ci-beam.apache.org/job/beam_PreCommit_Go_Cron/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PreCommit_Go_Cron/lastCompletedBuild/) | [![Build Status](https://ci-beam.apache.org/job/beam_PreCommit_Website_Cron/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PreCommit_Website_Cron/lastCompletedBuild/) | [![Build Status](https://ci-beam.apache.org/job/beam_PreCommit_Whitespace_Cron/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PreCommit_Whitespace_Cron/lastCompletedBuild/) | [![Build Status](https://ci-beam.apache.org/job/beam_PreCommit_Typescript_Cron/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PreCommit_Typescript_Cron/lastCompletedBuild/)
Portable | --- | [![Build Status](https://ci-beam.apache.org/job/beam_PreCommit_Portable_Python_Cron/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PreCommit_Portable_Python_Cron/lastCompletedBuild/) | --- | --- | --- | ---
See [.test-infra/jenkins/README](https://github.com/apache/beam/blob/master/.test-infra/jenkins/README.md) for trigger phrase, status and link of all Jenkins jobs.
GitHub Actions Tests Status (on master branch)
------------------------------------------------------------------------------------------------
See [CI.md](https://github.com/apache/beam/blob/master/CI.md) for more information about GitHub Actions CI.",non_debt,-
