project,sha,text,classification,indicator
ambari,ca8ae51afeff209657c19182d77e59a34cf6c0ae,"Revert ""AMBARI-21744. package_regex in get_package_from_available() can match wrong pkg (dlysnichenko)""
This reverts commit aa4807ca3a850d3275b11c9ee41a0cb6c5328b9c.",non_debt,-
ignite,336d6a4156703f0d8b58888e5964a89814dea5b3,"Merge branch 'ignite-db-wal' of https://github.com/gridgain/apache-ignite into ignite-gg-11010
Conflicts:
	modules/core/src/main/java/org/apache/ignite/internal/managers/discovery/GridDiscoveryManager.java",non_debt,-
lucene-solr,1f7777693769bad1cd8fc40b339d00c43f16f9d1,SOLR-10480: fix offset param handling in JSON Facet API,non_debt,-
cxf,762a579fe54f0688dd0bd19116dcda0c65076cfa,"CXF-2785 Base64Utils.decode should handle/wrap all exception types, applied patch with thanks to Stan",non_debt,-
ambari,b23069409876c2c9e63eabd5f1737c6b7c315345,AMBARI-13430 Incorrect error count on Ranger userInfo tab. (ababiichuk),non_debt,-
ambari,51b067f910828d55652988bdb9799a032e4f6c9d,AMBARI-15158. Resource Manager fails to start: IOException: /ats/active does not exist. (stoader),non_debt,-
activemq,657e6fa1dd1f4c3700e14a9fe46e9aa130e830fa,add extra assert to consumer advisory test,non_debt,-
hadoop,d777cb89965daa849f1e67f4d6059e327258cdd3,HADOOP-10563. Remove the dependency of jsp in trunk. Contributed by Haohui Mai.,non_debt,-
shardingsphere,4ddddcc7e19968e73f036eec60ee30de5951b5f3,english javadoc for config module,non_debt,-
tinkerpop,a4b0521129d78f593a73899d2319b16bdbeb9cda,"For some reason 3.3.7 no longer grabs but 3.3.8 does.
Might be related to some dependency conflict in our more recent versions. It doesnt seem like there is anything inherently wrong with DependecyGrabber itself (certainly no code has changed there). CTR",non_debt,-
zeppelin,ab446338197443eee0f9d2ba4dd1c06a3320e4c0,"[ZEPPELIN-1314] dump out the R command
This PR replaces https://github.com/apache/zeppelin/pull/1309/
Closes #1531 from snowch/snowch-patch-1 and squashes the following commits:
f5f7a70 [Chris Snow] use toString() method of CommandLine for logging
09a6d23 [Chris Snow] added missing semi-colon for statement
25e8a29 [Chris Snow] [ZEPPELIN-1314] dump out the R command",non_debt,-
systemds,1fbf939d7b4e9d989520a1022e318c17a373b8e2,"[SYSTEMML-2388] Fix IPA inlining of functions w/o bound returns
The IPA rewrite for inlining small functions led to invalid hops in case
of special cases of functions w/o returns and remaining transient writes
from a previously existing sequence of statement blocks that were
combined into a single block via rewrites.",non_debt,-
systemds,b84a2d16e1796a6d68baf9e16b7ab87982c8e34d,"[SYSTEMDS-2650] Re-computation from lineage with dedup
This patch adds the below changes.
  - We now compile all the dedup patches into functions,
  - The main program places a function call for each dedupOp
    and calls the corresponding function,
  - Move the recomputation related code to a new class,
  - Add a new test class to match the recomputed results
    with the original outputs.
Current code doesn't support multiple loops. Future commits
will add optimizations to construct multi-return functions
of equivalent function calls into loops.",requirement_debt,requirement_partially_implemented
usergrid,3365f268e73231fc1caa70efe29e6a9881276231,allow headers to vary during paging,non_debt,-
camel,92dd9b86d0b4a6639c9c5c7319aa48c17f6ee2be,CAMEL-2653: Added unit test,non_debt,-
groovy,f3ad7d6a3d5febaf7ad09363ae905942fc71b573,"GROOVY-5988: Reference to for-loop parameter leads to type ""Object"" instead of declared type",non_debt,-
dubbo,cc79b22e2b02276d0d016da25d8f4da8557ebb77,    #1689: Enhance the test coverage part-10 : dubbo-plugin module (#1976),test_debt,low_coverage
ignite,5e47b4227d5499068b59a38053336ec43a093aaa,GG-8491 - Disabled failing test,non_debt,-
hive,0a7cc714fe9872c9dddb3601d4b9fc8ddbacb062,"HIVE-20932: Adding Vectorized support for Druid Storage Handler. (Slim Bouguerra, via Gopal V)",non_debt,-
shardingsphere,38877d0b5e6dc4c5ff2670b787e8bf41e7b8942a,remove DataSourceConfig,non_debt,-
echarts,046a48d4092e14d55d2d0bf24d031a258d24f5b0,Fix graph default tooltip in calendar.,non_debt,-
couchdb,c9397ec0a01667f49bb22c97fb21f52c437cf9e5,local.ini must be comments only,non_debt,-
accumulo,5a8669a47628e6a594ded10bed4ff30865098479,Merge branch '1.7' into 1.8,non_debt,-
brooklyn-server,5db07c7ecd9e60ac3223f5830f2ce6805eebf637,More fixes to build poms in preparation for release,non_debt,-
ignite,ab84418cb01d2a44544ef84399e8b01e3c5122d7,gg-7779 review,non_debt,-
karaf,c188c22b151dcd369465c7fef0f5d5f19aaceb6e,added the rest of the amq commands,non_debt,-
spark,9a5071996b968148f6b9aba12e0d3fe888d9acd8,"[SPARK-15953][WIP][STREAMING] Renamed ContinuousQuery to StreamingQuery
Renamed for simplicity, so that its obvious that its related to streaming.
Existing unit tests.
Closes #13673 from tdas/SPARK-15953.",code_debt,low_quality_code
incubator-pinot,542d2ab95e275af2d47b9b39769e3567f4f0d197,"[TE] copy changes for self serve onboarding (#2869)
* TE copy changes for self serve onboarding",non_debt,-
tvm,48240ef6e8d8ba1786ca043588799d34c804a48f,"[CODEGEN] use charp for voidp (#753)
* fx",non_debt,-
beam,65c1044a7b683bcf4ad12d425c7f2d15ffb91983,"Merge pull request #12428 from ibzib/flink-version
Update Flink Version Compatibility table",non_debt,-
accumulo,e2f9028b3de78e0efc72c278ac32f2f5749cbc09,misc updates,non_debt,-
thrift,f954f97b963d618dc767677850cb13429c9f5a52,"-- Allow specification of socket timeouts in thrift python socket code
Reviewed By: slee",non_debt,-
lucene-solr,c9189116b9d465a218decdde80fd450e54a2ff61,Add link to the TokenStream consumer workflow,non_debt,-
infrastructure-puppet,0365560bb70c4e5fa6d65636d14baa5ca9859f96,new archive.apachecon.com certificate,non_debt,-
lucene-solr,07c9b2bdad1c072678763993c0ba2ed3bba810bc,"Use 2d points too in some of these tests (1d has optimized merge, for example)",non_debt,-
reef,9c3fd46cc799bc443251cad2bef454bcda036d57,"[REEF-1766] Updated Avro from 1.7.7 to 1.8.1 for entire REEF.
JIRA: [REEF-1766](https://issues.apache.org/jira/browse/REEF-1768)
This closes  #1285",non_debt,-
zeppelin,36f31fca5abaaa1c3860ca55d7e1b64a611ab288,Creation of zeppelin-interpreter submodule,non_debt,-
lucene-solr,80fe00ba18ac1f834028eb0064115a00bafe1f20,LUCENE-7099: improve test to exercise searchAfter,test_debt,low_coverage
incubator-brooklyn,0b9b2e3172e2f35f27d77d867c316e98eba61290,"support isNull on Maybe, including an ""absent because null"" semantics.
simplifies api usage when contexts handle null differently, but a present null is confusing.",code_debt,complex_code
usergrid,92903d87073996cf91f034e6d5f38d1df2709b74,Merge branch 'two-dot-o' of https://github.com/usergrid/usergrid into two-dot-o,non_debt,-
attic-apex-malhar,44bc9bef43a8e766a0a3ca29e485d282f8aa401c,removed window id,non_debt,-
flink,f42c14e07b9160620022064956e866dd284b4fd8,"[FLINK-16661] Move the static job id setting to ApplicationDispatcherBootstrap
HA support and static Job Ids go hand-in-hand, as HA requires that
the id of a job graph stays fixed across consecutive executions. In
addition, no 2 jobs can have the same job id while executing on the
same cluster. This commit consolidates this logic (in the context
of Application Mode) in one place, the ApplicationDispatcherBootstrap.",design_debt,non-optimal_design
cxf,524470701fb51177dae5c34bc13b04528dc4f8c4,"Call setEventHandler(null); on the jaxb unmarshaller which actually
results in a decent EventHandler being setup.  This exposed some bugs in
some of the test cases and in the CORBA binding.",non_debt,-
geode,b0e3c3c9c2f348f9696f6d0ab81aac4fcd94babf,"GEODE-6053: Parameterized Queries fixed (#2859)
* Parameterized queries were throwing UnsupportedOperationExceptions.
	* This was because of trying to pre-compute values for join optimization.
	* When the query was parameterized it is not possible to compute these values and hence these exceptions are thrown
	* The fix was to prevent this computation when it is not needed or not possible.",non_debt,-
shardingsphere,305a8252fe2f1a4faaa656b9db48a109aa0a1e2e,modify cases for tableToken,non_debt,-
flink,5f08e53592ebd29cfcd8ee486fcfd6229b82aa69,"[FLINK-3123] [kafka] Allow custom specific start offsets for FlinkKafkaConsumer
This closes #2687.",non_debt,-
storm,e0f3cb5f322c1dc09d05803e93d1fb3e6a3baff0,fix nimbus_test.clj,non_debt,-
echarts,13c3ca86b82a51e620631eee3955416ec0384a1f,Merge branch 'dev-3.0.0' of https://github.com/ecomfe/echarts into dev-3.0.0,non_debt,-
shardingsphere,713feb55c3f03c96db06374a3f471116f57da040,"separate dql from dml
support create select
optimize code structure",code_debt,low_quality_code
tinkerpop,5f9e24df8e84d846e8ed842ee87b86a7098a0478,fixed up IO section of docs for @dkuppitz and added a new adjacency-list graphic.,non_debt,-
lucene-solr,53caac2cc412fde00c415cec0305a7f14c6083c6,hack broken test to not waste hours of jenkins time,test_debt,expensive_tests
jmeter,56d1062c78698d72d85c256c87628fb89e7e03ad,Simplify,code_debt,complex_code
flink,cacde0f3f567302d933ebf09c929d73e0c5c9d56,"[hotfix] [docs] Fix a typo in index.md
This closes #6193.",documentation_debt,low_quality_documentation
usergrid,934bbe492a3c86018546aa6a88ec4e2140980205,"Merge pull request #195 from amuramoto/master
Added methods to assign and remove permissions and roles to JS and node SDKs",non_debt,-
cassandra,d5fa915895fa3fdbd58813d697544ef561d9e8ce,fix post-ByteBuffer hint delivery.  patch by Sylvain Lebresne; reviewed by jbellis for CASSANDRA-1672,non_debt,-
kylin,c7a8b389fbd94ba7f11d5a011ff25691c197c57b,"minor, remove dependency on kylin-tool",build_debt,over-declared_dependencies
carbondata,b2950b44482bfdf51e3ae4879f081a3bb9f93e28,"[CARBONDATA-856] Alter Table - TABLE RENAME feature documentation
The documentation for Table rename as part of the alter table feature.",non_debt,-
incubator-heron,9ff9889ca64c3d6f29cbdf475b3bf0ca41a64648,"Upgrade pex (#2314)
* upgrade pex in place",non_debt,-
camel,cf752d6bdc4588dba20050fb29103ac1aae775b7,Camel-Git: Regen docs and builders,non_debt,-
shardingsphere,6a2b5fc427ffd1e1c112f0bd829b64b0275e2903,Add routing database only feature,non_debt,-
ignite,691c584ccc5f64e33c2ac34509196015c17ed928,# IGNITE-709 Decrease dispersion of test results.,non_debt,-
karaf,42167f08f0e35229f6446ab3942d83914a7cb241,Fix build after adding diagnostic stuff,non_debt,-
phoenix,b46cbd375e3d2ee9a11644825c13937572c027cd,PHOENIX-4175 Convert tests using CURRENT_SCN to not use it when possible,non_debt,-
jena,b361443c5ef1113c7cabf0d77a0f86243aa3b883,Fixed a bug in QueryTransformOps that incorrectly added default graphs as named graphs,non_debt,-
camel,581465ca7375d944732849256b631f698287e085,Polished and fixed test on slow CI server.,test_debt,expensive_tests
ignite,54beab99c12762a53f539f68bf1003ebf9ea3e85,ignite-gg-12138 stop nodes after test + small test refactoring,non_debt,-
skywalking,7b9c6f218fbc248e318156c54fbf2ae53a0fa9eb,Log test error when assert line number after add copyright head.,non_debt,-
cassandra,ab7174849599c62f4bef3cb719c644bae13e9321,"Legacy deserializer can create unexpected boundary range tombstones
patch by Sylvain Lebresne; reviewed by Branimir Lambov for CASSANDRA-13237",architecture_debt,using_obsolete_technology
ignite,85f8508e85f49c2d754ecda96a916182119f1254,# gg-9470-rename,non_debt,-
beam,036560f38977ab9f52c43fa63df06469258b68a4,Merge pull request #10999: [BEAM-9345] Fix source of test flakiness in FlinkSubmissionTest,test_debt,flaky_test
cassandra,4ac433517ad6d6aab5b6e2aadec56cc82437a479,"Added support for IBM zSystems architecture (s390x)
patch by Meerabo Shah; reviewed by jasobrown for CASSANDRA-11054",non_debt,-
lucene-solr,edb2b4818f6c9cd2de2d52fef6e88603327357e0,SOLR-8295: Fix NPE in collapse QParser when collapse field is missing from all docs in a segment,non_debt,-
streams,949b676897aa87bba92613b694c4808efdea8c56,STREAMS-105 | Code review feedback,non_debt,-
zookeeper,a0f500bdaa04e68d60ca891b0b1f8062196df18c,"ZOOKEEPER-3532: Provide a docker-based environment to work on a known OS
Just run dev/docker/run.sh and you will have a Linux environment with all that is needed to build ZooKeeper, even on MacOs.
The original idea patch was from Sijie Guo (sijie), Apache BookKeeper project.
The script creates a local image that accesses the local filesystem with the current user (UID), this way the container can work on local files without problems of ownership of files.
Closes #1075 from eolivelli/fix/docker-env",non_debt,-
brooklyn-server,ba7b4961fdb1a67798fc5e2e78c005735cf283ca,This closes #662,non_debt,-
camel,aff92707233252cdddff5ff138a23c1c889973dc,Camel-Support: Fixed CS,non_debt,-
spark,346bc17a2ec8fc9e6eaff90733aa1e8b6b46883e,"[SPARK-4516] Avoid allocating Netty PooledByteBufAllocators unnecessarily
Turns out we are allocating an allocator pool for every TransportClient (which means that the number increases with the number of nodes in the cluster), when really we should just reuse one for all clients.
This patch, as expected, greatly decreases off-heap memory allocation, and appears to make allocation only proportional to the number of cores.
Closes #3465 from aarondav/fewer-pools and squashes the following commits:
36c49da [Aaron Davidson] [SPARK-4516] Avoid allocating unnecessarily Netty PooledByteBufAllocators",design_debt,non-optimal_design
lucene-solr,3e75ec8daee2d699493f59390d297d6e99feec98,"SOLR-998: current lucene libs, SolrIndexReader introduction for FileFloatSource fix",non_debt,-
nifi,0ff85180686d9f5cdf66e615215f62178980749e,"NIFI-5390 Added more documentation for DeleteByQueryElasticsearch.
This closes #2865",documentation_debt,low_quality_documentation
cxf,598a45d5b2add46995cbced55209be7ecacd4a51,The latest JDK on Mac seems to throw a timeout exception instead of a connect exception.,non_debt,-
kylin,a203e9af7c135a9db43677339054069042189152,commit sample ii cube,non_debt,-
spark,74ba97fcf75ae61833295a896dcdf775036ae1d8,sbin/spark-class* -> bin/spark-class*,non_debt,-
karaf,3065ace3b7196c93293b07afbac6c15ceddba048,[KARAF-4787] Don't use the features-generate-descriptor inside our build,non_debt,-
hadoop,99237607bf73e97b06eeb3455aa1327bfab4d5d2,"YARN-8706.  Allow additional flag in docker inspect call.
            Contributed by Chandni Singh",non_debt,-
jmeter,32fa94d75e356ad3237cf7be583a9c98dab03670,"Added setProperty(name, value, default) method: sets prop unless default, removes otherwise",non_debt,-
hive,f780eb39eea3f39b906daf7454185398b5d9ce3b,"HIVE-8472: Add ALTER DATABASE SET LOCATION (Mithun Radhakrishnan, reviewed by Alan Gates)",non_debt,-
cloudstack,5ad44760e1ccaa22ef69e21ce4156cdefdb46070,"bug 12400
Show notice if no VMs are selected in port forwarding/load balancing
 -- prevent server call from being performed and 'infinite list' from
    being generated",non_debt,-
hadoop,76cc84e6d41c2b02218c2c98d60481cd565e067c,"HDFS-11008. Change unit test for testing parsing ""-source"" parameter in Balancer CLI. Contributed by Mingliang Liu",non_debt,-
infrastructure-puppet,d72ca302b2bde8af07b9b7bbfcdfb587f2bce64b,OF: typo,documentation_debt,low_quality_documentation
hbase,8ed3d4b9cbf79088e5b9b80477d476cb84a68129,"HBASE-19148 Reevaluate default values of configurations; minor ADDENDUM2
Fix a description.",non_debt,-
incubator-pinot,90a8814798e3c125a07f298d3dadd11c86edacf2,[TE] Fix runtime problem of Node.class from org.w3c is not found (#1692),non_debt,-
systemds,e9cb778ff0977be6b21b6b47ec818a0f74a2b5aa,89826: SystemML Engine - Cleanup instruction generation/parsing lu/qr/eigen (use common operand delimiters),code_debt,low_quality_code
ozone,056f109b5957d657dd5f929451400457e8a350af,"HDDS-356. Support ColumnFamily based RockDBStore and TableStore.
Contributed by Anu Engineer.",non_debt,-
attic-apex-core,f34b4db18f83473cf3be1ecaf36c3d1f755441aa,Fixed missed warning,code_debt,low_quality_code
beam,c32842b2f08f8a2fdac0375097022df8776ed3af,"[BEAM-5600, BEAM-2939] Add SplittableParDo expansion logic to runner's core.
Update Flink, Spark, and Samza to use it removing the unnecessary expansion within the Python portable runner.",code_debt,dead_code
